codfornec,nome,nomefantasia,bairro,cep,campolivre1,campolivre2,cgccpf,codcidade,codtipo,contacx,contato,ctctbred,endereco,estado,fax,fone,inscest,observacao,pessoa_fj,homepage,email,ativo,codcliente,celular,inscmunicipal,codmunicipio,tipofornece,comissao,complemento,numero,optantesimples,identificacao,caracteristica_tributaria,detalhe_regime,regimetributario
000259,GRANDE BAHIA AUT.DO NORD. LTDA,GRANDE BAHIA,PARALELA PERNAMBUS,41130530,,,04798469000179,02160,003,,(71)3206-4000,,AV.LUIZ VIANA FILHO N400,BA,,7132064000,56580718,JOILTON(71)91228288-VENDEDOR,J,,,S,,,56.580.718NO,,7,0,A LJ,400,,0,99,99,99
000260,TITAN-PARTES DISTRIBUIDORA DE PEAS,TITAN,SAT. CUMBICA,07222140,,,07482449000182,03477,003,,(11)2488-3129,,AV. SO MATEUS DO MARANHO N85,SP,,1134816310,,,J,,,S,,,ISENTO,,7,0,,85,,0,99,99,99
000261,COMERCIAL AUTUBOR PEAS LTDA,AUTOBOR,PQ.MONT.SOARES,02738110,,,05769296000123,03827,003,,(11)3931-0300,,"RUA MAURO MALDONADO ,335",SP,,1139314879,,,J,,,S,,1139314305,116.630.091.110,,7,0,,335,,0,99,99,99
000262,CENTERPARTS DIST. DE AUTO PARTES LTDA,CENTERPARTS,VILA FRANCA,05093000,,,61834834000197,03827,003,,(11)3305-2000,,RUA FORTUNATO FERRAZ N450,SP,,1133052000,112530696116,08008804311    boletos@centerparts.com.br,J,,boletos@centerparts.com.br,S,,,,,7,0,,450,,0,99,99,99
000263,NEW KAR DIST. DE PEAS LTDA,NEW KAR,JABOAO DA SERRA,06785290,,,65773814000104,05585,003,,(11)4138-8121,,"RUA FRANCISCO D'AMICO, 115",SP,,,06785-290,WWW.VENDAS@NEWKAR.COM.BR,J,,www.vendas@newkar.com.br,S,,,,,7,0,,115,,0,99,99,99
000264,PRIMEIRA LINHA ACESS. P/ AUTO LTDA,1 LINHA,RECREIOESTORIL,12944130,,,05072347000163,03312,002,,(11)4402-3174,,"RUA MARECHAL RONDON , 97",SP,,,190.158.338.119,,J,,,S,,,,,7,0,,97,,0,99,99,99
000265,FW DISTRIBUIDORA LTDA,FURACAO,JD. DO LAGO II,13051110,,,08897417000291,03827,003,,(19)2101-3088,,"RUA ALTINO ARANTES, 1250",SP,,7135554900,244753530118,,J,,,S,,,,,7,0,,1250,,0,99,99,99
000266,FRISART IND. E COM. DE ACES. P/AUT,FRISART,VILA MANGALOT,05163080,,,02137640000173,03827,002,,(11)3901-3974,,RUA MANUEL PINHEIRO 365/307,SP,,1139013974,114.914.845.112,,J,,,S,,,,,,0,,365/307,,0,99,99,99
000267,COBRA ROLAMENTOS E AUTOPECAS LTDA,COBRA,GRANJAS RURAIS,,,,58248352000817,02160,003,,(71)3496-3333,,RUA DR. ALTINO TEIXEIRA N1042,BA,,,49894952-NO,0800713333,J,,,S,,,,,,0,,1042,,0,99,99,99
000268,PLATINUM LTDA,PLATINUM L,PORTO SECO,41233010,,,60606886001972,02160,003,,(71)2201-4100,,RUA DR ALTINO TEXEIRA,BA,,1136654000,63.154.760,QUEIROZ E PAULO,J,,,S,,,,,,0,,830B,,0,99,99,99
000269,O.V.D IMPORT. E DIST. LTDA,O.V.D IMPORT,CIS-CENTRO IND. SUBU,44079002,,,76635689001245,01955,003,,(41)3316-2500,,"AV.DEP.LUIS E MAGALHAES, BR324",BA,,,74269844,O.V.D. IMPORTADORA E DISTRIBUIDORA LTDA,J,,,S,,,,,7,0,,BR324,,0,99,99,99
000270,SOUZA RAMOS COM. E IMP. LTDA,SOUZA RAMOS,PENHA,03704000,,,61585790000109,03827,003,,(11)6643-8000,,AV. CONDESSA ELIZABET ROBIANO,SP,,1166413300,109.180.378.113,0800-7710113,J,,,S,,,,,,0,,125,,0,99,99,99
000271,MUNDIAL COM. DE AUTO PEAS LTDA,MUNDIAL AUTO PEAS,ENGENHO VELHO DE BRO,40240090,,,06134374000186,02160,003,,(71)3332-5039,,AV. VASCO DA GAMA.856,BA,,,63.378.566ME,,J,,,S,,,,,7,0,,856,,0,99,99,99
000272,BARROS- B.A.P AUTOMOTIVA LTDA,BARROS,B.SAUDE,13800478,,,52780376000160,03610,003,,(19)3805-7200,,RUA LAURA AUBANI DE BARROS 157,SP,,1938622758,456.001.594.119,,J,,,S,,,,,7,0,,157,,1,99,99,99
000273,CENTROESTE IND.E COM.DE PEAS AUTOM,CENTROESTE,DIST INDUSTRIAL III,17280000,,,08877317000112,03678,003,,(14)3283-8707,,AV.DR. RAUK DAVID PIMENTEL 11,SP,,,515.089.363.116,,J,,,S,,,,,7,0,,11,,0,99,99,99
000274,LIDER COM. DE LUBRICANTES LTDA,LIDER,GALPO 14 LOT D. AVE,41315000,,,07156323000541,02160,003,,(71)2106-3400,,RUA DOS FRANCISCANOS S/N,BA,,,69.412.910,ATENDIMENTO @LIDERLUBRIFICANTES.COM.BR,J,,atendimento @liderlubrificantes.com.br,S,,,,,7,0,,14,,0,99,99,99
000275,DECAR AUTO PEAS LTDA,DECAR,BARRA FUNDA,01140120,,,61075925000196,03827,003,,(11)2101-0330,,"RUA JOSE SZAKALL, 227",SP,,1121010300,102.147.091.112,(11)21010316-FINANCEIRO,J,,www.decar.com.br,S,,1121010316,,,,0,,277,,0,99,99,99
000276,IND. MARILIA DE AUTO PEAS S.A,MARILIA,MACEDO,07112100,,,49035678000137,03477,002,,(11)6468-8477,,"RUA JOSE CAMPANELA, 27",SP,,,336.009.214.110,,J,,,S,,,,,6,0,,27,,0,99,99,99
000277,DRIVEWAY- CAMPONENTES DE SUSP. E DI,DRIVEWAY-,"AV SANTA EMILIA N35, KM 12,5",04183000,,,61270369000109,03827,002,,(11)6331-6546,,DRIVEWAY- CAMPONENTES DE SUSP. E DI,SP,,,110.440.964.112,,J,,,S,,,,,6,0,,35,,0,99,99,99
000278,DISMEC-DISTRIBUIDOR DE PEAS LTDA,DISMEC,CENTRO,44020015,,,10443284000144,01955,003,,(75)3603-2300,,"RUA CATU, 77",BA,,,78782920,,J,,,S,,,,,7,0,,77,,0,99,99,99
000279,CAMBUCI DIST. DE AUTO PEAS LTDA,,CAMBUCI,,,,03418663000119,03827,,,(11)3345-4545,,"RUA SILVEIRA DA MOTA ,551/581",SP,,1132092029,115.591.214.118,margarethe.financeiro@cambuciacessorios.com.br,J,,margarethe.financeiro@cambuciacessorios.com.br,S,,,,,7,0,,551/581,,0,99,99,99
000280,REYPARTS- REP. E COM. DE PEAS LTDA,REYPARTS,CIDADE DUTRA,04801010,,,00025094000153,03827,003,,(11)5662-7020,,"AV SENADOR TEOTNIO VIELLA, 3481",SP,,,112.572.060.110,,J,,,S,,,,,,0,,3481,,0,99,99,99
000281,NOVA OMEGA SENSORES AUTO.LTDA EPP,OMEGA,QUARTA PARADA,03175050,,,09516462000130,03827,003,,(11)2127-1000,,"RUA TEREZA,103",SP,,,149.361.833.110,"0800559339---(NOVA OMEGA INDUSTRIA, COMERCIO;IMPORTAAO E EXPORTACAO DE AUTO PEAS LTDA",J,,,S,,,,,2,0,,103,,0,99,99,99
000282,MULT ENGATES - ANA CAROLINA HARDT E,MULT ENGATES,MOOCA,03169010,,,05599079000132,03827,003,,(11)2695-4944,,"RUA CASSANDOCA ,557",SP,,1126954944,116.669.839.114,,J,,,S,,,,,1,0,,557,,0,99,99,99
000283,G S OLIVEIRA E OLIVEIRA LTDA,G S,CENTRO,86010906,,,16314513000107,04100,003,,(43)9984-8755,,"RUA PIAU ,191 SALA 10",PR,,,ISENTO,NEW SCENT COMERCIO DE AROM.LTDA,J,,gama_331@hotmail.com,S,,,,,7,0,,10,,0,99,99,99
000284,RESIPEAS INDUSTRIA E COMERCIO,RESIPEAS,COLONIA DOM PEDRO,83608355,,,02678445000150,03968,003,,(41)3649-8800,,"RUA VICENTE NALEPA, 310B",PR,,4136498800,9017052400,RESIPEAS  INDUSTRIA E COMERCIO DE AUTO PEAS LTDA,J,,,S,,,,,6,0,B,310,,0,99,99,99
000285,UNIMAX DISTRIBUIDORA LTDA,UNIMAX,VALRIA,41310600,,,03627237000195,02160,003,,(71)3291-7027,,"RODOVIA BR324-KM15,4- GALPAO A",BA,,7132917011,52.628.287-NO,,J,,,S,,,,,7,0,,A,,0,99,99,99
000286,METALLICO IND COM PEAS AUTOMOTIVAS,ACERO IND COM PEAS AUTOMOTIVAS,JOAPIRANGA,13278530,,,26603095000121,03894,002,,(19)3829-4804,,"ALAMEDA ITAJUBA, 1780",SP,,1938294804,708128137115,,J,,,S,,,,,6,0,,1780,,0,99,99,99
000287,UNIVERSAL AUTOMOTIVE SYSTEMS S/A,VENDA DE MERC TERC,JARDIM PLATINA,06278000,,,07395207000151,03652,002,,(11)2248-7777,,"VIA ANHANGUERA KM 16,3 SUL",SP,,11224876820,492567256115,,J,,,S,,,,,,0,"KM 16,3",16,,0,99,99,99
000288,AUTOMIX ACABAMENTO E ACES. AUTO. LTA,AUTOMIX,VILA PRESIDENTE,03076000,,,07220760000153,03827,003,,(11)3478-0050,,"AV.SALIM FARAH MALUF, 283 RUA SANCH",SP,,,117.008.613.112,AUTOMIX ACABAMENTO E ACESSORIOS AUTOMOTIVOS LTDA,J,,,S,,,,,7,0,,283,,0,99,99,99
000289,HT COMPONENTES AUTOMOTIVOS LTDA,HT,SAO JOAO CLMACO,04256050,,,72863434000126,03827,002,,(11)6969-8344,,"RUA LEANDRO DE SOUZA, 150",SP,,,,,J,,,S,,,,,7,0,,150,,0,99,99,99
000290,VETTORE & BRAGA DIST.DE AUTO PEAS,V&B,CASA VERDE,02517000,,,05307052000129,03827,003,,(11)3855-1090,,"RUA RELIQUIA ,88",SP,,1138655559,116.480.461.118,,J,,,S,01014476,11385795060,,,6,0,,88,,0,99,99,99
000291,CHG AUTOMOTIVA LTDA,CHG AUTOMOTIVA,CAMPINAS,13012970,,,55176358000161,03373,003,,(19)3729-6500,,EST VELHA DE INDAIAT NR. FAZEN.7 QE,SP,,1937296530,244258645117,,J,,,S,,,,,,0,CP 165,7,,0,99,99,99
000292,DHELFOS IND. E COM. DE ACES.LTDA-EPP,DHELFOS,QUINTA DA BOA VISTA,08597620,,,05747933000160,03529,003,,(11)4645-0808,,"RUA FLOR DE LIZ, 1000",SP,,,379.152.570.114,DHELFOS IND.E COMERCIO DE ACESSORIOS LTDA.EPP,J,,,S,,,,,2,0,,1000,,0,99,99,99
000293,BUTUEM IND AUTO PEAS LTDA,BUTUEM,SAO PAULO,02465000,,,61387411000176,03827,002,,(11)2236-0770,,"AVENIDA IMIRIM, 81",SP,,1122360790,102550027118,,J,,,S,,,,,7,0,,81,,0,99,99,99
000294,RCD COMERCIO E DISTRIBUIDORA LTDA,RCD AEROSTAR,DISTRITO INDUSTRIAL,18540000,,,39011929000313,03718,002,,(15)3262-7180,,"AV. DAS MONOES,544",SP,,1532627132,554024161110,15-9755-5579 (GERENTE - FERNANDO),J,,,S,,,,,,0,,544,,0,99,99,99
000295,ROSELI FIALHO DE LANA EMERECH-ME,,PARQUE INDUSTRIAL,16075255,,,06923325000122,03296,003,,(18)3609-1108,,"RUA HUMBERTO BERGAMASCHI, 1806",SP,,1836084070,177.229.893.118,,J,,,S,,,,,,0,,1806,,0,99,99,99
000296,SOFAPE S/A,SOFAPE,CUMBICA,07183904,,,04155026000160,03477,010,,0800-7705830,,"ROD. PRESIDENTE DUTRA KM213,8 213",SP,,,7724840,"0800-7705830 os boletos sao emitidos pelo site, olhar email e 0800-126926  caderno preto",J,,,S,,,,,,0,,213,,0,99,99,99
000297,L.DUARTE & W. CAMARGO COMERCIAL,ZEENE,VILA GUSTAVO,02258000,,,97528526000180,03827,002,,(11)4652-3200,,"AV. JULIO BUONO, 3121",SP,,,146257877118,,J,,,S,,,,,6,0,,3121,,0,99,99,99
000298,APPLYCAR COMERCIO E DISTRIBUIDORA,ZEENE,PARQUE TERRA NOVA,09820550,,,12606105000178,03309,002,,11 4652 3231,,"R DOS CAJUEIROS,",SP,,1123566833,635363596110,NF-30/70 especail (parte especial envio de cheques),J,,,S,,,,,,0,SALA 810 BLOCO B EDIF JM 600 OFFICE MALL,12,,0,99,99,99
000299,CAFIL IND. E COM.DE AUTO PEAS LTDA,CAFIL,VILA SAO JOSE,09581190,,,62860010000154,03810,002,,(11)4232-5355,,"RUA PANDIA CALOGERAS ,97",SP,,,636080997115,,J,,,S,,,,,7,0,,97,,0,99,99,99
000300,UEDA AUTO PARTS LTDA.,UEDA,VILA CONCEIO,09991000,,,10804365000122,03417,002,,(11)4043-3303,,"AVENIDA DOM PEDRO I, 1202",SP,,,ISENTO,http://www.ueda.com.br,J,,ueda@ueda.com.br,S,,,,,7,0,,1202,,0,99,99,99
000301,AUTOMAXX INDUSTRIA DE AUTO PARTS LTDA,AUTOMAX,RODOVIARIO,74430180,,,21780757000115,05409,002,,(62)3597-5641,,"AV DOM EMANUEL,",GO,,,106228277,,J,,,S,,,,,7,0,,297,,0,99,-1,-1
000302,SOBELY COMERCIO DE PEAS E ACESSOR PARA AUTO LTDA,SOBELY,PQ. DOS CARMARGOS,6436000,,,08964563000101,03329,002,,(11)4326-1269,,AV. ZELIA N695,SP,,,ISENTO,SOBELY COMERCIO DE PEAS ACESSORIOS PARA AUTO LTDA,J,,,S,,,,,,0,,695,,0,99,99,99
000303,DISK BOR COMERCIO DE BORRACHAS LTDA,DISK BOR,VILA ESPANHOLA,02566000,,,61264396000179,03827,002,,(11)2239-7955,,"RUA ANTONIO PINTO VIEIRA,348",SP,,1122569900,112486720114,TEM ESPECIAL,J,,,S,,,,,,0,,348,,0,99,99,99
000304,ISAPA IMP.E COMERCIO LTDA,ISAPA,JARDIM LIMOEIRO,29164153,,,61327045000593,03164,002,,(11)2823-6500,,FRANCISCO SOUZA DOS SANTOS-320,ES,,2732034963,14805204/000104,"AUTOPECAS@ISAPA.COM.BR  jusselio.moura@hotmail.com  71-8265-9434
0800-702-2575  / 0800-702-0801(BOLETOS) ramal 6314(11-28236500)",J,,,S,,,,,,0,,320,,0,99,99,99
000305,SHANA INDUSTRIA E COMERCIO DE AUTO,SHANA,VILA IVONE,03275040,,,52665874000161,03827,002,,(11)2916-5122,,TUPIXAS,SP,,1129115580,ISENTO,,J,,,S,,,,,,0,,154,,0,99,99,99
000306,RIO PARDO COM.E DISTRIB.LTDA,RIO,ALTO DO MANDAQUI,02420010,,,02772351000146,03827,002,,(11)2232-8080,,RUA PONTA GROSSA 279,SP,,1122328080,115234110119,,J,,,S,,,,,7,0,,279,,0,99,99,99
000307,RUFATO IMP. E DISTR PCS E ACESS LTDA,RUFATO,VILA CALIFORNIA,03216050,,,04089533000142,03809,002,,(11)2024-7800,,AV DOS ESTADOS,SP,,1120247800,116343000117,,J,,,S,,,,,7,0,,7121,,0,99,99,99
000308,CEDEP COMERCIO E INDUTRIA LTDA (BR),CEDEP,LIMOEIRO,44097324,,,14076889000286,01955,002,,(75)3602-5700,,AV. DEP LUIS EDUARDO MAGALHAES KM,BA,,7536025700,04585710,,J,,,S,,,,,7,0,,154,,0,99,99,99
000309,BOSAL DO BRASIL LTDA,BOSAL,ITUPEVA,13295000,,,56993868000194,03538,003,0207001,551144967777,,AV EMILIO CHECCHINATO,SP,,551144967777,ISENTO,,J,,bosal@hotmail.com,S,,,,,7,0,,1928,,0,99,99,99
000310,TUPA-DIST.DE LATARIAS E ACESS.LTDA,TUPA,PARQUE INDUSTRIAL,17606360,,,03303370000196,03881,002,,(14)3441-3131,,"RUA DR.LIMA ,121",SP,,,697064022117,,J,,,S,,,,,,0,,121,,0,99,99,99
000311,DEWPARTS COMERCIO DE PEAS LTDA,DEWPARTS,MOOCA,03172010,,,61438156000143,05577,002,,(11)2602-5411,,"RUA SISQUEIRA BUENO ,2200",SP,,,112.456.956.119,,J,,,S,,,,,,0,,2200,,0,99,99,99
000312,AUTO POSTAL IND.E COM.DE AUTO PEASI,AUTO,MOOCA,03111010,,,02209482000110,03827,002,,(11)2157-6196,,"RUA JOAO ANTONIO DE OLIVEIRA, 284",SP,,,116.446.227.110,AUTO POSTAL IND.E COM.DE AUTO PEAS E FERRAMENTARIA LTDA EPP,J,,autopostal@terra.com.br,S,,,,,7,0,,284,,0,99,99,99
000313,IMPACTUS DIST. DE PEASE ACESS. LTD,IMPACTUS,CHACARA N.SRA.APARE,02963000,,,11308555000111,03827,002,,(11)2366-4600,,"RUA DR ARTUR FAJARDO, 401",SP,,,148873770113,IMPACTO DIST.DE PEAS E ACESS.P/AUTO LTDA.,J,,,S,,,,,,0,,401,,0,99,99,99
000314,R.PARTES COMERCIO DE AUTO PEAS LTDA,R.PARTES,VILA CAVATON,02962100,,,11862136000127,03827,002,,(11)2339-8334,,RUA MONSENHOR JANUARIO SANDIRARD,SP,,1123398334,147156986119,,J,,,S,,,,,7,0,,254,,0,99,99,99
000315,FORTLUZ INDUSTRIA E COM.LTDA,FORTLUZ,JD COUBTRY CLUB,37701352,,,25661463000125,02846,002,,(35)3714-1312,,RUA SENADOR SALGADO FILHO 720,MG,,3537141312,5186013070070,,J,,,S,,,,,7,0,,720,,0,99,99,99
000316,RONA REVESTIMENTOS LTDA,RONA,PORTO ALEGRE,13360000,,,05983490000107,03384,002,,(19)3491-3446,,RUA OADI FADEL 19 FUNDOS,SP,,,253016038115,,J,,,S,,,,,7,0,,19,,0,99,99,99
000317,METALSYSTEM DIST DEAUTO PEAS LTDA,METALSYSTEM,JACANA,02275000,,,62636105000199,03827,002,,(11)2982-8455,,RUA CALANDRA N500,SP,,,112654758119,,J,,,S,,,,,,0,,500,,0,99,99,99
000318,MASTER DISTRIBUIDORA DE PEAS -EIRELI,MASTER,PERQUE OESTE INDUSTR,74375150,,,04694205000175,05409,002,,(62)4008-0320,,ALAMEDA CAMARA FILHO 794,GO,,,103438750,,J,,,S,,,,,6,0,,794,,0,99,99,99
000319,NILGRID INDUSTRIA E COMERCIO DE AUTOPECAS E ACESSO,BLAWER,JARDIM ORLANDINA,09632000,,,22629670000104,03809,002,,(11)4368-1563,,RUA IDA LEONI CLETO,SP,,,635347225119,,J,,,S,,,,,,0,,158,,0,99,99,99
000320,LS.IND.COM.AUTO PEAS LTDA,LS,LAUZANE PAULISTA,02460030,,,62562798000112,03827,002,,(11)4819-9559,,"RUA AUGUSTO ROCHA , 89",SP,,1122367906,112655285110,,J,,,S,,,,,,0,,89,,0,99,-1,-1
000321,OLIMPIA IND.E COM.DE PEAS FUNDIDAS,OLIMPIA,VILA WASHINGTON,35680566,,,06375958000143,02624,002,,(37)3241-2985,,"RUA ASSUCENA ,225",MG,,,338306760022,,J,,,S,,,,,,0,,225,,0,99,99,99
000322,2AR INDUSTRIA E COMERCIO EIRELI-ME,BORFLEX,CIDADE JARDIM,13614330,,,14952130000139,03566,002,,(19)3573-6363,,"RUA BIAZZO VICENTAL, 478",SP,,35552585,415.069.681.117,,J,,,S,,,,,1,0,.459,478,,0,99,99,99
000323,ZATT E CIA LTDA,ZATT,COSTA E SILVA,89219158,,,85388247000341,04445,002,,(47)3463-5656,,"RUA RUI BARBOSA , 590",SC,,,254893384,,J,,,S,,,,,,0,,590,,0,99,99,99
000324,UNIVERSAL AUTOMOTIVE SYSTEMS S/A,UNIVERSAL,2759-BLOCO A4,74445190,,,11435058000184,05333,002,,(62)3621-0707,,AVENIDA PERIMETRAL NORTE,GO,,006236210707,104619473,,J,,,S,,,,,,0,GALPAO 03,2759,,0,99,99,99
000325,ORI TRUCK INDUSTRIA E COMERCIO DE A,ORI TRUCK,ERM. MATARAZO,03813050,,,05129842000161,03827,002,,(11)2542-5110,,"RUA PASCOAL RIZZO, 25",SP,,1125460671,116416851112,,J,,,S,,,,,6,0,,25,,0,99,99,99
000326,PELLEGRINO DIST. DE PECAS DE AUTO PEAS,SAMA,PORTO SECO,41233010,,,42580092002624,02160,002,,(71)2102-3230,,RUA DR ALTINO TEIXEIRA,BA,,7121020900,41233-010,,J,,,S,,,,,,0,,29,,0,99,99,99
000327,GATES DO BRASIL IND.COM.LTDA,GATES,JRADIM SANTA MARIA,12328320,,,61083804001400,03542,002,,(12)3954-7750,,AV.SANTA MARIA,SP,,1239547750,392022462111,"Descontos Aplicados: 28 + 2,5 + 2,31 + 13,1343 

FRETE CIF 
Randal Representaes
Rua Pelicano n 177, sala 01, Lauro de Freitas/BA - (71)
99918-3100 / (71) 3359-0222
comercial@randalrep.com.br",J,,,S,,,,,7,0,,600,,0,99,99,99
000328,ORI INDUSTRIA DE AUTO PECAS LTDA,ORI,ERM MATARAZZO,03810030,,,71646509000154,03827,002,,(11)2542-5110,,RUA REVERENDO IZAC SILVEIRO 365,SP,,1125425110,113638765112,,J,,,S,,,,,7,0,,03810-030,,0,99,99,99
000329,RETROVEX IND.COM.ARTEF.PLAST.EIRELI,RETROVEX,JARDIM ROSA HELENA,12350000,,,11806646000187,03827,002,,(11)2018-2828,,RUA ETELVINA FERREIRA DE SOUZA,SP,,1120182828,350059776118,,J,,,S,01014766,,,,6,0,,245,,0,99,99,99
000330,PRADOLUX INDUSTRIA E COMERCIO LTDA,PRADOLUX,PARQ IND.PONTE PRETA,37701386,,,18925438000146,02846,002,,(35)3729-6363,,AV.JOAO PINHEIRO,MG,,3537296363,5181895120025,,J,,,S,01001916,,,,7,0,,2200,,0,99,99,99
000331,UNIVEL AUTOMOTIVE LTDA,UNIVEL,JARDIM BARONESA,06273072,,,66550054000210,03652,002,,(11)2248-7777,,"RUA JOAO FURLAN, 131 GALPAO C",SP,,1122487682,492559810113,,J,,,S,,,,,7,0,GALPAO C,C,,0,99,99,99
000332,ENGATCAR INDUSTRIA DE AUTO PEAS,ENGATCAR,BELA VISTA,95076085,,,91215046000183,04697,002,,(54)3535-1771,,"RUA THEODORO BIANCHI ,337",RS,,,0290146712,,J,,,S,,,,,6,0,,337,,0,99,99,99
000333,JCV IND. E COMERCIO DE PLASTICOS,JCV LANTERNAS,PARQUE DAS INDL. OLI,06765350,,,00333266000156,03853,002,,(11)4787-6001,,R RAFAEL DE MARCO 96,SP,,1147876001,675061795117,,J,,,S,,,,,6,0,,96,,0,99,99,99
000334,DSC AUTOPECAS LTDA,DSC,CASA VERDE ALTA,02545090,,,69347763000100,03827,002,,(11)4878-1798,,RUA PEDRO JUAN CABALLERO,SP,,1148781798,113748960110,,J,,,S,,,,,,0,,143/153,,0,99,99,99
000335,AFA PLASTICOS EIRELI,AFA,OSWALDO CRUZ,09510902,,,61578183000545,03810,002,,(11)4221-4466,,RUA RIO GRANDE DO SUL,SP,,,636053261119,,J,,,S,,,,,6,0,,1292,,0,99,99,99
000336,AUTIMPEX COMERCIAL EIRELI,AUTIMPEX,CIVIT 2,29168065,,,06229573000259,03164,002,,(27)3218-2826,,RUA 6 E N134,ES,,1143280006,082710856,,J,,,S,,,,,6,0,,134,,0,99,99,99
000337,PAULO ROGERIO FERNANDES ROSARIO-EPP,BC CABOS,BC CABOS,03681000,,,04407096000168,03827,002,,(11)2017-7449,,AV. ANTONIO FORTUNATO N611,SP,,,116126418110,,J,,,S,,,,,,0,,611,,0,99,99,99
000338,C.S.P DISTRIBUIDORA DE PECAS AUTOMO,ROLTENS,CENTRO,86990000,,,27811072000175,04114,002,,(44)3015-3009,,AV.CRISTOVAO COLOMBO,PR,,4430153009,9075095837,,J,,,S,,,,,6,0,PROX. PARQUE DA UVA,435,,0,99,99,99
000339,INDUSTRIAS ARTEB S/A,ARTEB,VILA OLGA,09891903,,,62291380000118,03809,002,,,,AV PIRAPORINHA,SP,,,ISENTO,,J,,,S,,,,,6,0,,1221,,0,99,99,99
000340,DF AUTOMOTIVE IND E COM DE. PEAS EIRELI EPP,DF AUTOMOTIVE,JARDIM WERNER PLAAS,13478732,,,10924244000114,03283,002,0207001,,,DO FUNILEIRO,SP,,,ISENTO,,J,,df@hotmail.com,S,,,,,2,0,,153,,0,99,99,99
000341,BERVO COMERCIAL IMP.E EXP.LTDA,BERVO,SERRARIA BRASIL,44003084,,,28572526000165,01955,002,,,,RUA CAXAMBU .,BA,,,143136129,,J,,,S,,,,,,0,,30,,0,99,99,99
000342,PEDRO C R BORGES,PEDRO,OLARIA,28623400,,,29534709000159,03221,002,,,,R VICENTE SOBRINHO,RJ,,,11062750,,J,,,S,,,,,,0,,82,,0,99,99,99
000343,AUTOFORT NORDESTE EIRELI,AUTOFORT,VILA UNIAO,60410691,,,04957571000170,00947,002,,(85)4012-1313,,AV LUCIANO CARNEIRO,CE,,,066636671,,J,,,S,,,,,6,0,,1605,,0,99,99,99
000344,SANTA FAUSTINA INDUSTRIA METALUGICA,SANTA FAUSTINA,VILA BRAZ,75175000,,,07010707000128,05545,003,,(62)3207-1415,,R ANTONIO VIANA QD 1A LTS,GO,,6232071415,103802657,,J,,,S,,,,,6,0,QD 1A LTS 07 A 12 E 15 A 20,1A,,0,99,99,99
000345,TORPA INDUSTRIA COMERCIO,TORPA,STA GENOVEVA,74672200,,,00912527000192,05409,002,,(62)3207-1415,,RUA CAPISTABOS,GO,,6232071415,101728719,,J,,,S,,,,,6,0,,1928,,0,99,99,99
000346,INDUTEC INDUSTRIA DE AUTO PARTS,INDUTEC,JARDIM NOAVA ABADIA,75345000,,,26909777000167,05315,002,,(62)3503-1177,,R-NA 14 QUADRA APM LOTE 02 SLA 02,GO,,,106842595,,J,,,S,,,,,6,0,,2,,0,99,99,99
000347,BR LIGHT IND.EXP LTDA.,GE LAMPADAS,DISTRITO INDUSTRIAL,58320000,,,18190963000241,01247,003,,(11)4063-9698,,RUA MANOEL CESAR DE MELO S/N,PB,,,162674406,,J,,,S,,,,,7,0,,S/N,,0,99,99,99
000348,INTER - ROLL COMERCIAL IMPORTADORA,PFI,CAPO RASO,81110400,,,57304974000186,04003,002,,(47)3015-7077,,SANTA MNICA,PR,,,1018482130,admin-br@pfibearings.com,J,,,S,,,,,,0,,828,,0,99,99,99
000349,DELLA FINA E BONANI COMERCIO IMPORT,DF&B,REGINA ALICE,06412130,,,23017776000110,03329,002,,(11)4382-3810,,RUA CANAL DA MANCHA,SP,,1143823810,206389514111,,J,,,S,,,,,,0,TERREO,225,,0,99,99,99
000350,AUTOMOTIVE PARTS ORIGINAL EIRELI EP,AUTOMOTIVE PARTS,CENTRO,08562300,,,17103863000197,03827,002,,(11)2303-7370,,RUA POANOPOLIS,SP,,,546068084116,,J,,,S,,,,,2,0,,245,,0,99,99,99
000351,INDUSTRIA E COM.DE.AUTO PEAS REI LTDA,SUPORTE REI,SO SEBASTIAO,14240000,,,45967890000143,03371,002,,(16)3667-9400,,RODOVIA SP 338 KM 308,SP,,1636679400,243000031112,,J,,,S,,,,,7,0,,338,,0,99,99,99
000352,PERETTI AUTOMOTIVE LTDA,ELPER,BOA VISTA,89206600,,,14638507000180,04445,002,,,,RUA NORUEGA,SC,,4734450045,256575509,,J,,,S,01009790,,,,,0,B7,99,,0,99,99,99
000353,ARTUR EBERHARDT IND E COM LTA,IFCAR,CA,04744040,,,61594818000174,03827,002,,(11)5525-8910,,IFCAR,SP,,,101.313.129.115,,J,,,S,,,,,,0,,248,,0,99,99,99
000354,PLATINA IND.E COMERCIO DE AUTOPEAS,SULOY,DISTRITO INDUSTRIAL,94935820,,,13113728000171,04787,002,,(51)3074-7550,,AV.FREDERICO AUGUSTO RITTER,RS,,5130747550,ISENTO,NO TEM ESPECIAL,J,,,S,,,,,,0,SALA 201,779,,0,99,99,99
000355,DAISAN PRODUTOS INDUSTRIAS LTDA,REXON,LAGEADINHO,06709015,,,05585654000148,03409,002,,,,RODOVIA RAPOSO TAVARES,SP,,1121059300,278236964113,,J,,,S,,,,,,0,KM 21 A 2 L DIR AND 1,21042,,0,99,99,99
